lat,lon,zoom,title,content,image,attribution,alt_text
31.778889,35.225556,12,Christian Kingdom of Jerusalem in Decline - Jerusalem between 1185 and 1187,"In Jerusalem between 1185 and 1187, the Christian Middle East teetered on the edge of collapse.",107Jerusalem_Church_of_all_nations_BW_7.jpg,"Berthold Werner, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
47,2.583333,12,Phillip II Invades Berry - Berry in 1187,Phillip II of france invades the Angevin province of Berry in 1187,108_250px-Philippe_Auguste_et_Richard_Acre.jpg,"Bibliothèque nationale de France, Public domain, via Wikimedia Commons",
46.8103,1.6911,12,Phillip II Lays Seige to Chateauroux. - Chateauroux in the Summer of 1187,Phillip II lays seige to Chateauroux in the Summer of 1187,109_250px-Bouvines_1214.png,"Unknown 14th-c. French artist, Public domain, via Wikimedia Commons",
49.2811,1.7772,12,Richard Brokers Peace -  23 June 1187,On 23 June 1187 Richard brokers a two year peace treaty between Phillip II and his father.,110Seal_-_Richard_I_of_England.jpg,"Selbymay, Public domain, via Wikimedia Commons",
48.8567,2.3522,12,Richard Rides to Paris in Friendship with Phillip II - Paris Summer 1187,Richard rides back to Paris with Phillip in the Summer 1187,111Philippe_Auguste_et_Richard_IIIe_croisade.jpg,"AnonymousUnknown author, Public domain, via Wikimedia Commons",
32.8,35.459444,12,Salidin defeats Guy Lusignan at the Hotns of Hattin - Horns of Hattin on 4 July 1187,"Salidin defeats King of Jerusalem, Guy Lusignan, at the Horns of Hattin on 4 July 1187",112_250px-L'armée_de_Saladin.jpg,"anonymous, Public domain, via Wikimedia Commons",
33.270833,35.196111,12,Siege of Tyre - Tyre late 1187,"In late 1187, following the fall of Jerusalem, Saladin attempted to seize the coastal stronghold of Tyre. Newly arrived crusader Conrad of Montferrat organized a brilliant defense, repelling both land and naval assaults. Tyre’s survival preserved a vital Christian foothold in the Levant and served as the launch point for the Third Crusade.",media/Tyre_1187.jpg,"By Jean Colombe - Sébastien Mamerot, Les Passages d’Outremer, BnF Fr. 5594, fol.423, Public Domain, https://commons.wikimedia.org/w/index.php?curid=10302776",Seige of Tyre
47.168056,0.236111,12,"Death of Henry II - Chateau de Chinon, France on 6 June 1189","King Henry II dies at the Chateau de Chinon, France on 6 June 1189.",media/Church_of_Fontevraud_Abbey_Eleanor_of_Aquitaine_and_Henry_II_effigies.jpg,"Adam Bishop, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",Conrad of Montferrat defends Tyre against Saladin’s siege
51.28,1.08,12,Quit claim of Canterbury - Canterbury 1189,"Richard I nullified the Treaty of Falaise at Canterbury in exchange of 10,000 Marks in 1189.",media/Falaise_chateau_guillaume_conquerant_2.jpg,"By Ollamh - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=4274360",Chateau of Falaise
31.776667,35.234167,12,"Fall of Jerusalem - Jerusalem October 2, 1187","On October 2, 1187, Jerusalem fell to Saladin after the decisive Muslim victory at the Battle of Hattin, prompting Pope Gregory VIII to call for the Third Crusade.","media/BNF,_Mss_fr_68,_folio_404.jpg","By fifteenth-century manuscript illuminator - William of Tyre, Historia and continuation (BNF Richelieu French manuscripts 68, folio 404), Public Domain, https://commons.wikimedia.org/w/index.php?curid=4068925",Seige of Jerusalem
47.393611,0.689167,12,Richard I Takes Up the Cross - Tours November 1187,Richard I take up the cross at Tours November 1187.,113Richard_the_first.jpg,"Mattbuck (talk · contribs), CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
49.2811,1.7772,12,"King Henry II and Phillip Augustus Partake in the ""Cutting of the Elm."" -  21 January 1188.","King Henry II and Phillip Augustus take up the cross at Gisors after a Papal Legate from Palestine, The Archbishop of Tyre, offers a fiery sermon on 21 January 1188.","114Cutting_of_the_elm_in_Gisors,_1188_(engraving).png","Henri Félix Emmanuel Philippoteaux, Public domain, via Wikimedia Commons",
46.8103,1.6911,12,King Phillip Seiges and Overwhelmes Chateauroux -  Chateauroux in June 1188,King Phillip beseiges and overwhelmes Chateauroux in June 1188,115Châteauroux_église_Saint-André_7.jpg,© Croquant / Wikimedia Commons,
47.1292,0.9961,12,Richard I Defends Touraine and Loches - Touraine and Loches in late 1188,Richard defends Touraine and Loches in late 1188,116Gisant_Richard_Cœur_de_Lion3.JPG,"Giogo, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
46.766667,1.6,12,Richard I Raids Berry - Berry in late 1188,Richard Raids Berry in late 1188,117Richard_The_Lionheart_-_Robinhood.jpg,"RichardUK2014, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.0077,0.1984,12,Archbishop of Rouen and William Marshall Visit French Court - early 1189 in Le Mans.,"Archbishop of Rouen, William Countenances, and William Marshall visit French Court to sue for damages in early 1189 in Le Mans.",118Richard1Rouen.jpg,unknown ,
49.0167,1.3828,12,Angevins Invade Capetian France - Pacy-sur-Eure marchin southeast on 30 August 1188,Angevins Invade Capetian France near Pacy-sur-Eure marchin southeast on 30 August 1188,119France_1154-en_(Angevin_Empire).svg.png,"Amitchell125, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
48.945,1.534,12,Henry II  Burns His Way through Breval - Breval  Late 1188,Henry II  Burns His Way through Breval Plundering as He Went in Late 1188,120Richard_I_pictavinus_722697.jpg,"Classical Numismatic Group, Inc. http://www.cngcoins.com, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
45.1561,5.1506,12,William Marshal Raveages through Montmirail - Montmirail in Late 1188 to 1189,William Marshal Raveages through Montmirail in Late 1188 to 1189,121Montmirail_-_Mairie.jpg,"Litlok, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
48.0077,0.1984,12,"Henry II Withdraws to Le Mans, Maine - Le Mans, Maine","Henry II Withdraws to Le Mans, Maine","Asbridge, The Greatest Knight, 193",,
48.6511,0.5367,12,Richard I Pays Homage to Phillip II in Front of Henry II - Bonsmoulins on 18 November 1188,"Richard I paid homage to Phillip II at Bonsmoulins on 18 November 1188 in front of Henry II for Normandy, Maine, Berry, Aquataine, and Anjou.",122Ruines_Bonsmoulins.JPG,"King-charles, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
44.256,5.6447,12,Henry II  South of Tours with Richard I and Phillip II - Near Ballan,"Henry II  meets Near Ballan, south of Tours with Richard I and Phillip II","123Richard_Löwenhez,_Salbung_zum_König.jpg","Matthew Paris, Public domain, via Wikimedia Commons",
49.016667,12.083333,12,Frederick Barbossa Leaves with a Massive Army - May 1189,Frederick Barbossa Leaves with a Massive Army May 1189,"124Crusaders_besieging_Damascus_-_Chronique_d'Ernoul_et_de_Bernard_le_Trésorier_(late_15th_C),_f.280v_-_BL_Royal_MS_15_E_I.jpg","British Library, CC0, via Wikimedia Commons",
48.1875,0.6553,12,"Henry II, Richard I, and Phillip II Meet at La Ferte-Bernard -  La Ferte-Bernard in June 1189","Henry II, Richard I, and Phillip II meet at La Ferte-Bernard in June 1189",125FrancePaysDeLoireLaFerteBernardNDDesMarais.jpg,"Ikmo-ned, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.1875,0.6553,12,Richard I and Phillip II Invaded Angevin Strongholds - Le Ferte-Bernard,Richard I and Phillip II Invaded Angevin strongholds. Le Ferte-Bernard,126Blason_ville_fr_La_Ferthé-Bernard_(Sarthe).svg.png,"I, Jimmy44, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
48.0077,0.1984,12,"Retreat to Le Mans - Cite Plantagenant, Le Mans, on 10 June 1189.","Henry II, William Marshal, and the Angevin army had retreated to Cite Plantagenant, Le Mans, on 10 June 1189.",127Blason_ville_fr_Le_Mans_(Sarthe)_(orn_ext).svg.png,"Robi59fr, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
47.990556,0.180278,12,Le Mans Attacked and Successfully Beseiged -  Le Mans 12 June 1189,"On 12 June 1189, Henry II patrolled the Huisne River adjacent to Le Mans. Though a bridge was destroyed French knights and disaffected allies forded the river successfully attacking Henry II and is retinue. The city caught fire and Henry II, William Marshall, William Mandeville, John and allies were forced to relinguish the city and flee. Le Mans, the site of St. Julien Cathedral where Geoffrey Plantagenant is buried was sacked by Richard I and Phillip. Knights and mercenaries harried and cut down.",128PanoramaLeMans.JPG,"Nimbusania, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
48.0077,0.1984,12,William Marshal meets Richard I in Combats - Le mans,"Outside Le Mans Richard I was in pursuit of his father and faced William Marshal, begging to be spared William Marshal lowered his lance and killed Richard's horse instead.",129Britishmuseumrichardandsaladintiles.jpg,"British Museum, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
47.1678,0.2436,12,William Marshal Stays Loyal to Henry II -  early July in Chinon,William Marshal stayed with Henry II when nearly all others abandoned in early July in Chinon.,130Chinon_-_Berges_de_la_Vienne.jpg,"Benjamin Smith, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
47.393611,0.689167,12,"Final Meeting -  Tours this time, on 4 July 1189","Henry II, Richard I, and Phillip II meet once more, in Tours this time, on 4 July 1189--Henry near death agreed to their terms.","131_960px-Tudor_buildings_in_Tours,_France.jpg",unknown ,
47.1678,0.2436,12,Henry II Offered the Hand of Isabel de la Clare by Henry II - Late June to Early July 1189 probably near Chinon,"Henry II offers one of his few remaining loyal followers, William Marshal the wardship of Isabel de Clare, whom he may marry making him instantly a powerful Baron in Late June to Early July 1189 probably near Chinon.",132Statue_of_Isabella_Marshal.jpg,"Sheila1988, CC0, via Wikimedia Commons",
47.1678,0.2436,12,Henry II Dies Soon After Hearing of His Beloved John's Betrayal - 6 July 1189 in Chinon,"Henry II after receiving the list of betrayers demanded at the final armistice meeting, Henry II is told John as the first name on the list, he wants to hear no more, dies, and has blood explode from his eyes and nose on 6 July 1189 in Chinon.",133Aleanor_of_Aqutaine_and_Henri_II.jpg,"See page for author, Public domain, via Wikimedia Commons",
47.181389,0.051667,12,King Henry II's Body taken to Abbey at Fontevraud - Abbey at Fontevraud,King Henry II's body taken to Abbey at Fontevraud for Mass.,134Abbaye_de_Fontevraud_-_10.jpg,"JackyM59, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
47.181389,0.051667,12,Marshal Meets with Richard I - Fontevraud 10 July 1189 ,"10 July 1189 Richard I arrived at Fontevraud and confronted William about their meeting outside of Le Mans. After a tense exchange, William offered to take William Marshal on  as an ally. He said, whereas his father merely promised Isabel de Clare to Marshal, he would make this a reality and offered her not guardianship, but her hand in marriage. He treated Henry II's loyal retainers similarly, while those who had betrayed his father, for him, he favoured much less.",135Fontevraud3.jpg,"Pierre Mairé, PixAile.com, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
48.1875,0.6553,12,Richard I Meets Phillip II at Gisors -  Le Ferte-Bernard,Richard I and Phillip II Invaded Angevin strongholds. Le Ferte-Bernard,`136640px-Louis-Félix_Amiel-Philippe_II_dit_Philippe-Auguste_Roi_de_France_(1165-1223).jpg,"Louis-Félix Amiel, Public domain, via Wikimedia Commons",
51.499444,-0.1275,12,"Richard Becomes King - July 6, 1189","Richard I became King of England on July 6, 1189, following the death of his father, Henry II. He immediately took the cross and vowed to join the crusade.","Richard_Löwenhez,_Salbung_zum_König","By Matthew Paris - A 13th-century chronicle. Chetham MS Ms 6712 (A.6.89), fol.141r, Public Domain, https://commons.wikimedia.org/w/index.php?curid=15543148",Richard I being Anointed at Coronation
36.296667,34.046667,12,"Frederick Barbarossa Drowns - Göksu River in Cilicia on June 10, 1190","Frederick I Barbarossa, Holy Roman Emperor, drowned in the Göksu River in Cilicia on June 10, 1190, en route to the Holy Land, leading many of his troops to turn back.",Barbarossa_smrt.jpg,"File:Emporer_Frederic_I_death.jpg, Public domain, via Wikimedia Commons","Barbarossa drowns in the Saleph, Sächsische Weltchronik (c. 1280)"
,,,,,,,
,,,,,,,
,,,,,,,
48.397778,15.521944,12,Richard I -  December 1192 to February 1194,Richard the Lionhearted held prisoner by Duke Leopold from and then the Holy Roman Emperor from December 1192 to February 1194 until ransomed.,Durnstein_castle.jpg,Durnstein Castle where Richard I was first held.,
49.238,1.4025,12,Richard I builds Château Gaillard - 1196 in Normandy.,Richard the Lionhearted begins building Château Gaillard in 1196 in Normandy.,Chateau_Gaillard.jpg,"Roman Geber, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",Norman stronghold commisioned by Richard I
